livelihood_zone_corrected,months,year,year_month,month,livelihood_system,cdi,cmb,conflict_fatalities,conflict_incidents,goat_price,maize_price,ndvi,rainfall,rice_price,river_level,sorghum_price,water_price
NW Agropastoral,October,2015,2015-10,Oct,Agropastoral,0.39,985585,3,5,393750,4000,0.29,7.645,4500,,3200,7000
NW Agropastoral,November,2015,2015-11,Nov,Agropastoral,0.575,985575,0,2,379375,4000,0.28,11.335,4750,,3250,7250
NW Agropastoral,December,2015,2015-12,Dec,Agropastoral,0.675,1050325,0,3,340375,3750,0.275,3.255,4750,,3175,7000
NW Agropastoral,January,2016,2016-01,Jan,Agropastoral,0.685,1045225,0,1,368125,3750,0.245,3.62,4850,,3150,7250
NW Agropastoral,February,2016,2016-02,Feb,Agropastoral,0.555,998125,0,1,340000,5000,0.21,6.955,4750,,3200,8300
NW Agropastoral,March,2016,2016-03,Mar,Agropastoral,0.42,1012575,0,2,290875,3700,0.185,8.205,4750,,3250,8125
NW Agropastoral,April,2016,2016-04,Apr,Agropastoral,1.36,1017925,0,1,257375,4000,0.275,181.43,4750,,3250,8125
NW Agropastoral,May,2016,2016-05,May,Agropastoral,1.465,1010600,0,3,290000,4000,0.36,54.53,4750,,3175,9500
NW Agropastoral,June,2016,2016-06,Jun,Agropastoral,1.315,1000105,0,1,318437.5,4000,0.31,13.015,4750,,3250,7000
NW Agropastoral,July,2016,2016-07,Jul,Agropastoral,0.89,1028162,0,1,337000,4000,0.265,35.785,4850,,3600,7250
NW Agropastoral,August,2016,2016-08,Aug,Agropastoral,0.675,1025850,1,2,309375,3500,0.315,48.665,4525,,3250,7250
NW Agropastoral,September,2016,2016-09,Sep,Agropastoral,0.595,1015170,0,1,313875,4000,0.315,31.88,4679,,3500,7250
NW Agropastoral,October,2016,2016-10,Oct,Agropastoral,0.35,1017720,0,2,295625,4000,0.29,11.58,5000,,3550,8000
NW Agropastoral,November,2016,2016-11,Nov,Agropastoral,0.33,1019180,0,1,333125,4000,0.265,18.855,5250,,3400,8000
NW Agropastoral,December,2016,2016-12,Dec,Agropastoral,0.325,1019180,0,1,338219,4000,0.26,3.46,5250,,3250,7187.5
NW Agropastoral,January,2017,2017-01,Jan,Agropastoral,0.325,986512.5,0,1,299975,4000,0.24,2.925,5125,,3750,7000
NW Agropastoral,February,2017,2017-02,Feb,Agropastoral,0.42,1010687.5,0,1,276875,4000,0.215,4.48,4875,,3600,7000
NW Agropastoral,March,2017,2017-03,Mar,Agropastoral,0.68,1066625,0,1,400833.5,4000,0.2,31.54,5000,,3762.5,7250
NW Agropastoral,April,2017,2017-04,Apr,Agropastoral,0.5,1146400,0,1,349375,4000,0.235,13.43,5500,,4000,9500
NW Agropastoral,May,2017,2017-05,May,Agropastoral,0.455,1169675,0,1,379500,4000,0.265,88.22,5250,,4000,7250
NW Agropastoral,June,2017,2017-06,Jun,Agropastoral,0.465,1063225,0,1,416250,4000,0.245,10.49,5250,,3500,7250
NW Agropastoral,July,2017,2017-07,Jul,Agropastoral,0.45,1088600,0,1,435850,4000,0.2,13.33,5500,,3600,7500
NW Agropastoral,August,2017,2017-08,Aug,Agropastoral,0.81,1150750,0,1,404525,4350,0.255,80.88,5500,,4375,7500
NW Agropastoral,September,2017,2017-09,Sep,Agropastoral,1.005,1164250,0,2,396240,5000,0.34,85.44,5600,,4600,7500
NW Agropastoral,October,2017,2017-10,Oct,Agropastoral,1.13,1096250,0,1,327540,4500,0.34,5.335,5500,,3950,7500
NW Agropastoral,November,2017,2017-11,Nov,Agropastoral,1.005,1097675,0,2,366000,4500,0.305,3.48,6000,,4500,7250
NW Agropastoral,December,2017,2017-12,Dec,Agropastoral,0.825,1100175,0,1,323500,4800,0.265,2.67,5500,,4000,7250
NW Agropastoral,January,2018,2018-01,Jan,Agropastoral,0.97,1090175,0,1,338175,4500,0.22,3.225,5100,,3600,8500
NW Agropastoral,February,2018,2018-02,Feb,Agropastoral,0.68,1092035,0,1,336250,4500,0.19,4.755,6100,,3500,8500
NW Agropastoral,March,2018,2018-03,Mar,Agropastoral,0.365,1101110,0,1,380000,4000,0.195,12.72,5875,,3250,9000
NW Agropastoral,April,2018,2018-04,Apr,Agropastoral,1.37,1098625,0,1,347500,4500,0.305,108.02,6150,,3550,9000
NW Agropastoral,May,2018,2018-05,May,Agropastoral,2.23,1076525,1,1,406250,4500,0.335,103.815,6250,,3500,8500
NW Agropastoral,June,2018,2018-06,Jun,Agropastoral,2.625,1053125,0,1,448750,4500,0.29,15.72,6550,,3500,8500
NW Agropastoral,July,2018,2018-07,Jul,Agropastoral,2.595,1095877,0,1,415500,6250,0.265,34.77,6350,,3500,8800
NW Agropastoral,August,2018,2018-08,Aug,Agropastoral,1.785,1087325,0,1,367500,6000,0.315,73.48,6500,,3500,9000
NW Agropastoral,September,2018,2018-09,Sep,Agropastoral,1.695,1168625,0,1,436250,4500,0.34,34.425,6750,,3750,9000
NW Agropastoral,October,2018,2018-10,Oct,Agropastoral,1.705,1174475,0,1,412500,4500,0.36,33.84,6850,,3750,9000
NW Agropastoral,November,2018,2018-11,Nov,Agropastoral,1.615,1165900,0,1,393750,4500,0.36,9.645,6350,,3500,8500
NW Agropastoral,December,2018,2018-12,Dec,Agropastoral,1.555,1116400,0,1,385000,4500,0.3,3.04,6100,,3250,8500
NW Agropastoral,January,2019,2019-01,Jan,Agropastoral,1.235,1174400,0,1,423750,4500,0.25,2.605,6100,,3750,8500
NW Agropastoral,February,2019,2019-02,Feb,Agropastoral,1.42,1127125,0,1,423812.5,4500,0.23,2.705,6350,,3500,8500
NW Agropastoral,March,2019,2019-03,Mar,Agropastoral,1.585,1172750,0,1,411062.5,4500,0.21,5.375,6450,,3500,8500
NW Agropastoral,April,2019,2019-04,Apr,Agropastoral,1.215,1062500,0,1,373562.5,4000,0.225,28.425,5375,,3250,7500
NW Agropastoral,May,2019,2019-05,May,Agropastoral,1.865,1134100,0,1,425000,4250,0.295,95.23,5306.5,,3594,7500
NW Agropastoral,June,2019,2019-06,Jun,Agropastoral,2.055,1148937.5,0,1,425875,4375,0.3,31.05,5350,,3300,7500
NW Agropastoral,July,2019,2019-07,Jul,Agropastoral,2.24,1107200,0,1,397800,4000,0.26,36.38,5500,,3810,8300
NW Agropastoral,August,2019,2019-08,Aug,Agropastoral,1.845,1152700,0,1,401250,4200,0.295,108.39,5250,,3950,9000
NW Agropastoral,September,2019,2019-09,Sep,Agropastoral,2.065,1112450,0,1,390435,4500,0.37,83.265,5250,,3990,8500
NW Agropastoral,October,2019,2019-10,Oct,Agropastoral,2.71,1125718.75,0,1,414875,4500,0.425,70.05,5600,,3987.5,9000
NW Agropastoral,November,2019,2019-11,Nov,Agropastoral,3.1,1091343.75,0,2,398500,4500,0.405,24.13,5500,,3675,8500
NW Agropastoral,December,2019,2019-12,Dec,Agropastoral,2.82,1209425,1,1,407500,4500,0.395,9.605,5500,,4750,7500
NW Agropastoral,January,2020,2020-01,Jan,Agropastoral,2.575,1154750,1,1,418750,4500,0.36,4.79,4737.5,,4000,7500
NW Agropastoral,February,2020,2020-02,Feb,Agropastoral,3.12,1166000,0,1,435000,4500,0.29,5.375,5850,,3500,7500
NW Agropastoral,March,2020,2020-03,Mar,Agropastoral,4.285,1118500,0,1,383750,5000,0.265,31.02,6250,,3375,7500
NW Agropastoral,April,2020,2020-04,Apr,Agropastoral,3.42,1127143.75,0,2,368319,5187.5,0.375,91.805,6625,,3287.5,7500
NW Agropastoral,May,2020,2020-05,May,Agropastoral,3.15,1158800,0,1,368312.5,4500,0.44,34.69,6500,,3062.5,7625
NW Agropastoral,June,2020,2020-06,Jun,Agropastoral,3.36,1156707.5,0,1,399950,4500,0.335,22.91,6960,,3070,7500
NW Agropastoral,July,2020,2020-07,Jul,Agropastoral,3.395,1131962.75,0,1,378750,4750,0.3,64.64,6725,,2750,7500
NW Agropastoral,August,2020,2020-08,Aug,Agropastoral,2.535,1133843.75,0,1,324125,4875,0.365,90.335,6600,,2812.5,7500
NW Agropastoral,September,2020,2020-09,Sep,Agropastoral,2.42,1144875,0,1,340375,4529,0.415,80.315,6937.5,,3187.5,7500
NW Agropastoral,October,2020,2020-10,Oct,Agropastoral,2.1,1169781.25,0,1,364375,4900,0.375,6.59,6150,,3519,8250
NW Agropastoral,November,2020,2020-11,Nov,Agropastoral,2.27,1157250,0,1,376875,5937.5,0.36,13.275,6687.5,,3437.5,8500
NW Agropastoral,December,2020,2020-12,Dec,Agropastoral,2.18,1072687.5,0,1,373750,6300,0.375,3.625,7237.5,,2900,7750
NW Agropastoral,January,2021,2021-01,Jan,Agropastoral,2.185,1076485,0,1,374416.5,5375,0.31,2.65,7250,,3054,7500
NW Agropastoral,February,2021,2021-02,Feb,Agropastoral,2.8,1118275,0,1,372000,4000,0.25,2.51,7083.5,,3225,7500
NW Agropastoral,March,2021,2021-03,Mar,Agropastoral,1.565,1120405,0,1,358700,4375,0.22,3.765,6950,,3300,7800
NW Agropastoral,April,2021,2021-04,Apr,Agropastoral,1.345,1123687.5,0,1,420000,4000,0.25,75,7000,,3137.5,9000
NW Agropastoral,May,2021,2021-05,May,Agropastoral,1.37,1125500,0,1,415000,4000,0.38,36.885,6950,,3550,8100
NW Agropastoral,June,2021,2021-06,Jun,Agropastoral,1.725,1125468.75,0,1.5,317875,4000,0.345,12.58,7500,,3687.5,8500
NW Agropastoral,July,2021,2021-07,Jul,Agropastoral,1.665,1132375,0,1,362500,4000,0.295,26.515,7166.5,,3958.5,8333.5
NW Agropastoral,August,2021,2021-08,Aug,Agropastoral,0.955,898260,0,1,323000,4100,0.34,84.09,8200,,4550,8500
NW Agropastoral,September,2021,2021-09,Sep,Agropastoral,0.76,1159500,0,1,356875,4500,0.375,11.89,7187.5,,5312.5,7500
NW Agropastoral,October,2021,2021-10,Oct,Agropastoral,0.7,1183750,0,1,327500,4625,0.385,43.265,6875,,5250,7500
NW Agropastoral,November,2021,2021-11,Nov,Agropastoral,0.65,1171625,0,1,340500,4500,0.34,5.165,7150,,5250,7500
NW Agropastoral,December,2021,2021-12,Dec,Agropastoral,0.54,1207218.75,0,1,350000,4625,0.305,9.065,7437.5,,5000,7500
NW Agropastoral,January,2022,2022-01,Jan,Agropastoral,0.395,1521750,2,2,345000,4500,0.275,4.285,7050,,5000,9000
NW Agropastoral,February,2022,2022-02,Feb,Agropastoral,0.57,1331937.5,0,1,340625,4500,0.22,4.975,7250,,4625,8625
NW Agropastoral,March,2022,2022-03,Mar,Agropastoral,0.675,1385700,0,1,346000,5000,0.2,9.66,7437.5,,5062.5,8750
NW Agropastoral,April,2022,2022-04,Apr,Agropastoral,0.735,1410900,0,1,386250,4700,0.23,51.36,8500,,5337.5,9000
NW Agropastoral,May,2022,2022-05,May,Agropastoral,0.85,1387195,3,1,418000,3850,0.245,13.71,7950,,4650,10100
NW Agropastoral,June,2022,2022-06,Jun,Agropastoral,0.955,1509890,0,1,398750,3750,0.22,14.92,7750,,4750,12000
NW Agropastoral,July,2022,2022-07,Jul,Agropastoral,1.215,1714359.375,0,1,471250,4750,0.235,37.355,8125,,5375,12000
NW Agropastoral,August,2022,2022-08,Aug,Agropastoral,1.32,1680325,0,1,428000,6000,0.305,89.47,8000,,6050,12200
NW Agropastoral,September,2022,2022-09,Sep,Agropastoral,1.49,1811812.5,0,1,418750,6000,0.36,60.14,8375,,6500,10000
NW Agropastoral,October,2022,2022-10,Oct,Agropastoral,1.64,1674050,0,1,443800,6500,0.395,14.475,8500,,6200,10000
NW Agropastoral,November,2022,2022-11,Nov,Agropastoral,0.735,1674050,0,1,398625,4500,0.36,5.2,6800,,3954.25,8500
NW Agropastoral,December,2022,2022-12,Dec,Agropastoral,1,1676750,0,1,420000,7000,0.305,1.31,8375,,6437.5,11500
NW Agropastoral,January,2023,2023-01,Jan,Agropastoral,1.095,1684957,0,1,383500,7000,0.315,4.135,8500,,5833.5,12500
NW Agropastoral,February,2023,2023-02,Feb,Agropastoral,1.085,1771250,0,1,403750,7875,0.29,5.365,8083.5,,6812.5,12375
NW Agropastoral,March,2023,2023-03,Mar,Agropastoral,1.595,1823062.5,0,1,434000,7375,0.32,87.855,8200,,6562.5,13625
NW Agropastoral,April,2023,2023-04,Apr,Agropastoral,1.875,1899375,0,1,442812.5,7812.5,0.415,114.23,8137.5,,6475,14375
NW Agropastoral,May,2023,2023-05,May,Agropastoral,2.05,1845250,0,1,463500,8050,0.47,117.99,8450,,6250,12600
NW Agropastoral,June,2023,2023-06,Jun,Agropastoral,1.86,1953000,0,1,454500,8750,0.42,17.82,8250,,6250,14500
NW Agropastoral,July,2023,2023-07,Jul,Agropastoral,1.645,2004000,0,1,486650,7500,0.32,16.88,8500,,6500,12800
NW Agropastoral,August,2023,2023-08,Aug,Agropastoral,1.275,2196250,0,1,501250,7500,0.305,43.55,8500,,6250,12000
NW Agropastoral,September,2023,2023-09,Sep,Agropastoral,1.025,2151500,0,1,461125,8000,0.325,63.95,8500,,6500,11000
NW Agropastoral,October,2023,2023-10,Oct,Agropastoral,1,2232750,0,1,374000,8000,0.36,24.86,8500,,8300,11000
NW Agropastoral,November,2023,2023-11,Nov,Agropastoral,0.805,2172500,0,1,505000,7000,0.4,12.02,8000,,9062.5,12500
NW Agropastoral,December,2023,2023-12,Dec,Agropastoral,0.885,2064650,0,1,474000,8000,0.365,3.495,8500,,8625,10000
NW Agropastoral,January,2024,2024-01,Jan,Agropastoral,1.075,2101300,0,1,447500,7725,0.285,3.96,8500,,9462.5,10000
NW Agropastoral,February,2024,2024-02,Feb,Agropastoral,1.32,2194987.5,0,1,465362.5,7750,0.24,4.895,8500,,9912.5,10000
NW Agropastoral,March,2024,2024-03,Mar,Agropastoral,1.38,2093937.5,0,1,450250,6333.5,0.24,28.69,9000,,9125,9812.5
NW Agropastoral,April,2024,2024-04,Apr,Agropastoral,1.37,2112650,0,1,522800,7550,0.335,96.67,8500,,9250,9700
NW Agropastoral,May,2024,2024-05,May,Agropastoral,0.95,2110250,0,1,536500,7375,0.36,38.59,8750,,9437.5,9500
NW Agropastoral,June,2024,2024-06,Jun,Agropastoral,0.81,2086125,0,1,627750,7750,0.28,13.62,8687.5,,8812.5,9875
NW Agropastoral,July,2024,2024-07,Jul,Agropastoral,1.18,2034300,0,1,585000,7950,0.295,96.57,8700,,9100,9700
NW Agropastoral,August,2024,2024-08,Aug,Agropastoral,1.18,1924500,0,1,1058750,12000,0.39,96.57,9000,,9375,16812.5
NW Agropastoral,September,2024,2024-09,Sep,Agropastoral,1.3,2347675,0,2,574500,8000,0.425,50.445,9350,,10300,9750
NW Agropastoral,October,2024,2024-10,Oct,Agropastoral,1.225,2307281.25,0,1,584375,8150,0.455,82.12,9750,,10375,9750
NW Agropastoral,November,2024,2024-11,Nov,Agropastoral,1.77,2241968.75,0,1,430000,8000,0.43,7.51,9312.5,,10000,10187.5
NW Agropastoral,December,2024,2024-12,Dec,Agropastoral,1.98,2241968.75,0,1,592500,8000,0.38,3.395,8437.5,,9850,9500
NW Agropastoral,January,2025,2025-01,Jan,Agropastoral,1.725,2211687.5,1,1,574791.5,8050,0.305,3.2,9167,,10075.5,9800
NW Agropastoral,February,2025,2025-02,Feb,Agropastoral,1.49,2198066.25,0,1,571597.5,8017,0.23,2.415,8972.5,,9975,9816.5
NW Agropastoral,March,2025,2025-03,Mar,Agropastoral,1.61,1925000,0,1,521750,6500,0.22,16.78,9000,,8012.5,9200
NW Agropastoral,April,2025,2025-04,Apr,Agropastoral,0.725,1935000,0,1,554750,6500,0.25,28.35,8750,,7687.5,10250
NW Agropastoral,May,2025,2025-05,May,Agropastoral,0.81,1903250,0.5,1,541250,6500,0.275,69.325,9750,,7812.5,10000
NW Agropastoral,June,2025,2025-06,Jun,Agropastoral,0.53,1978500,0,1,668750,6500,0.24,10.875,8875,,7000,9625
NW Agropastoral,July,2025,2025-07,Jul,Agropastoral,0.62,2064300,4,4,571575,6700,0.21,31.315,9062.5,,7425,10375
NW Agropastoral,August,2025,2025-08,Aug,Agropastoral,0.925,2104000,0,1,515000,7000,0.28,142.775,9062.5,,7562.5,10000
NW Agropastoral,September,2025,2025-09,Sep,Agropastoral,1.605,2094000,1.5,2,540000,7000,0.35,77.95,9100,,7550,10000
NW Agropastoral,October,2025,2025-10,Oct,Agropastoral,0.95,2091500,0,1,530000,7000,0.355,20.295,9250,,7062.5,10000
NW Agropastoral,November,2025,2025-11,Nov,Agropastoral,1.09,2091000,0,1,505500,7000,0.32,5.16,9312.5,,7250,10000
NW Agropastoral,December,2025,2025-12,Dec,Agropastoral,1.115,2091000,11.5,6,478875,7000,0.3,3.82,9125,,7125,10000
NW Agropastoral,January,2026,2026-01,Jan,Agropastoral,1.195,2081000,2.5,5.5,473500,7000,0.27,3.815,9500,,7562.5,10000
NW Agropastoral,February,2026,2026-02,Feb,Agropastoral,1.095,2088000,5,3,491375,6750,0.225,4.71,8000,,7812.5,10500
NW Agropastoral,March,2026,2026-03,Mar,Agropastoral,1.375,2087000,0,1,514375,7000,0.26,53.41,9050,,8050,10200
NW Agropastoral,April,2026,2026-04,Apr,Agropastoral,1.715,2093000,7,3,553125,7000,0.385,90.16,8937.5,,8125,9500
NW Agropastoral,May,2026,2026-05,May,Agropastoral,1.36,2114000,0,1,656625,7000,0.355,49.315,9000,,7875,9500
NW Hawd Pastoral,January,2015,2015-01,Jan,Pastoral,0.976666667,1054910,0,2,282750,4000,0.216666667,2.01,5000,,4000,5000
NW Hawd Pastoral,February,2015,2015-02,Feb,Pastoral,0.9,1062031.25,3,3,257500,4000,0.203333333,2.636666667,5000,,4000,5000
NW Hawd Pastoral,March,2015,2015-03,Mar,Pastoral,1.05,1060910,0,3,287500,4000,0.22,20.23666667,5000,,4000,5000
NW Hawd Pastoral,April,2015,2015-04,Apr,Pastoral,0.956666667,1036830,1,4,280000,4000,0.273333333,36.69,5000,,4000,5000
NW Hawd Pastoral,May,2015,2015-05,May,Pastoral,1.123333333,1067300,0.666666667,2.333333333,321250,4000,0.336666667,67.23333333,5000,,4000,5000
NW Hawd Pastoral,June,2015,2015-06,Jun,Pastoral,1.123333333,1051080,0.5,2,312000,4000,0.293333333,15.78,5000,,4000,5000
NW Hawd Pastoral,July,2015,2015-07,Jul,Pastoral,0.873333333,1046205,2,1.5,304000,4000,0.223333333,5.11,5000,,4000,5000
NW Hawd Pastoral,August,2015,2015-08,Aug,Pastoral,0.666666667,1068250,0.5,1.5,325000,4000,0.203333333,4.906666667,5000,,4000,5000
NW Hawd Pastoral,September,2015,2015-09,Sep,Pastoral,0.616666667,1065987.5,1,1,285000,4000,0.236666667,26.18666667,5000,,4000,5000
NW Hawd Pastoral,October,2015,2015-10,Oct,Pastoral,0.846666667,1091410,1.5,3.5,310000,4000,0.333333333,72.34333333,5000,,4000,5000
NW Hawd Pastoral,November,2015,2015-11,Nov,Pastoral,1.113333333,1069330,1,2,325000,4000,0.38,18.16666667,5000,,4000,5000
NW Hawd Pastoral,December,2015,2015-12,Dec,Pastoral,1.193333333,1049330,1,2,315000,4000,0.333333333,2.796666667,5000,,4000,5000
NW Hawd Pastoral,January,2016,2016-01,Jan,Pastoral,1.253333333,1069580,0.5,4,335000,4000,0.253333333,2.013333333,5000,,4000,5000
NW Hawd Pastoral,February,2016,2016-02,Feb,Pastoral,1.233333333,1065500,0.5,8,225000,4000,0.216666667,2.99,5000,,4000,5000
NW Hawd Pastoral,March,2016,2016-03,Mar,Pastoral,1.17,1084347.5,0.5,5.5,280000,4000,0.213333333,6.033333333,5000,,4000,5000
NW Hawd Pastoral,April,2016,2016-04,Apr,Pastoral,0.956666667,1103500,1,2.5,323750,4000,0.283333333,51.79333333,5000,,4000,5000
NW Hawd Pastoral,May,2016,2016-05,May,Pastoral,0.916666667,1049750,0.5,2.5,352500,4000,0.326666667,65.43666667,5000,,4000,5000
NW Hawd Pastoral,June,2016,2016-06,Jun,Pastoral,0.823333333,1069370,4,2.333333333,317500,4000,0.28,7.173333333,5000,,4000,5000
NW Hawd Pastoral,July,2016,2016-07,Jul,Pastoral,0.66,1072937.5,1,1.5,292500,4250,0.216666667,5.11,5000,,4000,5000
NW Hawd Pastoral,August,2016,2016-08,Aug,Pastoral,0.63,1073875,0,2,290000,4000,0.206666667,9.11,5000,,4000,5000
NW Hawd Pastoral,September,2016,2016-09,Sep,Pastoral,0.58,1105500,1,2,285000,4000,0.226666667,13.19,5000,,4500,6000
NW Hawd Pastoral,October,2016,2016-10,Oct,Pastoral,0.433333333,1097955,5,1.5,255000,4000,0.273333333,22.92666667,5000,,4500,5000
NW Hawd Pastoral,November,2016,2016-11,Nov,Pastoral,0.313333333,1162705,2,3,285000,4375,0.256666667,3.75,5000,,4500,5000
NW Hawd Pastoral,December,2016,2016-12,Dec,Pastoral,0.296666667,1198500,4,3,252500,4500,0.223333333,2.816666667,5000,,4500,5000
NW Hawd Pastoral,January,2017,2017-01,Jan,Pastoral,0.306666667,1198455,3.5,3.5,215000,4500,0.2,1.666666667,4500,,4500,5000
NW Hawd Pastoral,February,2017,2017-02,Feb,Pastoral,0.356666667,1273066.25,0,2,200000,4500,0.196666667,1.846666667,5000,,4500,5000
NW Hawd Pastoral,March,2017,2017-03,Mar,Pastoral,0.416666667,1306500,0,1.5,180000,4325,0.2,6.466666667,5000,,4500,6500
NW Hawd Pastoral,April,2017,2017-04,Apr,Pastoral,0.49,1401955,3,2,200000,5000,0.233333333,14.32666667,5000,,5000,7000
NW Hawd Pastoral,May,2017,2017-05,May,Pastoral,0.82,1325380,1,2,306000,4500,0.306666667,78.48666667,5000,,4500,6600
NW Hawd Pastoral,June,2017,2017-06,Jun,Pastoral,0.93,1328205,1,2,288750,4500,0.29,5.143333333,5000,,4500,7000
NW Hawd Pastoral,July,2017,2017-07,Jul,Pastoral,0.833333333,1328205,0,3,387500,4500,0.226666667,3.583333333,5000,,4500,7000
NW Hawd Pastoral,August,2017,2017-08,Aug,Pastoral,0.686666667,1328205,5.5,3.5,387500,4500,0.206666667,5.676666667,5000,,4500,7000
NW Hawd Pastoral,September,2017,2017-09,Sep,Pastoral,0.716666667,1406675,1.5,2,390000,5000,0.246666667,38.37,5000,,5000,7000
NW Hawd Pastoral,October,2017,2017-10,Oct,Pastoral,0.836666667,1499010,0.666666667,2,414000,6000,0.293333333,58.64,5000,,6000,8400
NW Hawd Pastoral,November,2017,2017-11,Nov,Pastoral,0.853333333,1519125,0.333333333,2.666666667,418750,6000,0.306666667,13.02333333,6000,,6000,10000
NW Hawd Pastoral,December,2017,2017-12,Dec,Pastoral,0.866666667,1513660,1,2,487500,6000,0.256666667,2.123333333,6000,,6000,10000
NW Hawd Pastoral,January,2018,2018-01,Jan,Pastoral,0.863333333,1515330,0,1,450000,6000,0.21,1.896666667,6000,,6000,10000
NW Hawd Pastoral,February,2018,2018-02,Feb,Pastoral,0.81,1548736.25,0,1,462500,6000,0.196666667,1.89,6000,,6000,10000
NW Hawd Pastoral,March,2018,2018-03,Mar,Pastoral,0.836666667,1538535,1,1.5,497500,6000,0.213333333,8.283333333,6000,,6000,10000
NW Hawd Pastoral,April,2018,2018-04,Apr,Pastoral,1.573333333,1546625,0,1,522250,6000,0.303333333,74.31666667,6000,,6000,10000
NW Hawd Pastoral,May,2018,2018-05,May,Pastoral,2.083333333,1508914,0,3,505000,6000,0.336666667,90.65,6000,,6000,10000
NW Hawd Pastoral,June,2018,2018-06,Jun,Pastoral,2.386666667,1437585,1,2,535000,6000,0.286666667,8.226666667,6000,,6000,10000
NW Hawd Pastoral,July,2018,2018-07,Jul,Pastoral,2.093333333,1436550,1,2,576000,6000,0.23,4.36,6000,,6000,10000
NW Hawd Pastoral,August,2018,2018-08,Aug,Pastoral,1.936666667,1437925,3,1,500000,6000,0.21,8.013333333,6000,,6000,10000
NW Hawd Pastoral,September,2018,2018-09,Sep,Pastoral,1.993333333,1391875,15,4,565000,5000,0.256666667,32.47333333,5000,,6000,10000
NW Hawd Pastoral,October,2018,2018-10,Oct,Pastoral,1.67,1389280,10,1,552000,5200,0.34,47.21333333,5200,,6000,9800
NW Hawd Pastoral,November,2018,2018-11,Nov,Pastoral,1.18,1340375,0,1,555000,5000,0.35,3.656666667,5000,,6000,10000
NW Hawd Pastoral,December,2018,2018-12,Dec,Pastoral,0.943333333,1338875,1.5,1.5,525000,5000,0.266666667,2.186666667,5000,,6000,10000
NW Hawd Pastoral,January,2019,2019-01,Jan,Pastoral,0.863333333,1342375,0,1,450000,5000,0.22,1.603333333,5000,,6000,10000
NW Hawd Pastoral,February,2019,2019-02,Feb,Pastoral,0.823333333,1398425,0.5,1,500000,6000,0.21,1.77,6000,,6000,10000
NW Hawd Pastoral,March,2019,2019-03,Mar,Pastoral,0.6,1425410,0,1,600000,6000,0.203333333,4.876666667,6000,,6000,10000
NW Hawd Pastoral,April,2019,2019-04,Apr,Pastoral,0.356666667,1412780,1,2,588000,6000,0.233333333,14.31333333,5000,,6000,10000
